excerpt_id,article_id,title,file_path,excerpt_type,tags,para_start,para_end,text
A039-opening,A039,「如果丈夫不回家，一年给你二十万，你愿意不？」,data/articles/0039-解甲归甜.txt,开头钩子,古言/宫廷|开头钩子|人设亮相,1,5,"我在网上填了一份调查问卷，意外穿越成了侯府续弦。
丈夫戍守边关，一年不回家。
偌大的侯府我一个人可劲儿造，府库里白花花的银子随便花。
无聊了还有无痛当妈的小正太，陪聊解闷。
日正过得正爽时。"
A039-intro,A039,「如果丈夫不回家，一年给你二十万，你愿意不？」,data/articles/0039-解甲归甜.txt,主角亮相,古言/宫廷|主角亮相|人设亮相,1,1,我在网上填了一份调查问卷，意外穿越成了侯府续弦。
A039-dialogue,A039,「如果丈夫不回家，一年给你二十万，你愿意不？」,data/articles/0039-解甲归甜.txt,高张力对白,古言/宫廷|高张力对白|人设亮相,28,28,「毒妇！等我爹爹回来，必定会休了你。」
A039-ending,A039,「如果丈夫不回家，一年给你二十万，你愿意不？」,data/articles/0039-解甲归甜.txt,结尾余韵,古言/宫廷|结尾余韵|情感拉扯,675,677,"若说先婚后爱，也成！
反正人生总要有各种各样的尝试不是。
更何况，解侯这颜值！这身材！它出活啊！"
A040-opening,A040,表姐大婚那日，逃了婚。,data/articles/0040-柠歌.txt,开头钩子,古言/宫廷|都市婚恋|开头钩子|人设亮相,1,5,"姨母让我替嫁。
我抗拒无果，穿着不合身的婚服，被迫嫁入侯府。
当晚，清冷表哥挑起凤冠垂下来的流苏，看清我的容貌，眯了眯眼眸。
「怎么是你？」
我将前因后果告知表哥褚厌冰后，褚厌冰面无表情地离开寝殿。"
A040-intro,A040,表姐大婚那日，逃了婚。,data/articles/0040-柠歌.txt,主角亮相,古言/宫廷|都市婚恋|主角亮相|人设亮相,2,2,我抗拒无果，穿着不合身的婚服，被迫嫁入侯府。
A040-dialogue,A040,表姐大婚那日，逃了婚。,data/articles/0040-柠歌.txt,高张力对白,古言/宫廷|都市婚恋|高张力对白,56,56,「柠歌，你别怪爹狠心，爹实在是没钱养你。」
A040-ending,A040,表姐大婚那日，逃了婚。,data/articles/0040-柠歌.txt,结尾余韵,古言/宫廷|都市婚恋|结尾余韵|情感拉扯|人设亮相,619,621,"婆⺟哄着怀⾥的婴⼉。
「宝⻉，你爹的性子你可别学了去, 没⼈会喜欢的，以后会娶不到媳妇的。」
「你爹能娶到媳妇，那是祖⺟我一生行善积德积攒的福报。」"
A041-opening,A041,《将嫁》全集,data/articles/0041-将嫁.txt,开头钩子,古言/宫廷|开头钩子|人设亮相,2,5,"霍时英站在城门口，和她爹隔了两丈远，一身灰突突的短襟布衣，脚上的布鞋一只前面戳出一个洞来。
霍将军骑着高头大马，鲜衣铠甲，眯着眼睛看着她半晌：“卢龙寨守三日行吗？”
霍时英舔舔干裂的嘴唇，西北的日头烈，她也眯着眼看她爹，她爹霍真年轻的时候是个大纨绔，在西北边关混了二十年终于混成了一个老兵痞，他是她的上司，而且还是她爹。
霍时英垂下眼皮，用没露脚趾头的那只鞋踢了踢脚下的灰土：“羌人的大军只要开到这城底下，别说三天了，三个时辰都守不住。你就给我留了两千的兵，站城头上刚好填满，羌人这次来了二十万，他们就是叠着人梯一个个上来踩都能把我们踩死了。”霍时英这话说的闷突突的，一点都没有人家跑路她留下垫背的激愤，她蔫头耷脑闷闷的几句话，霍将军听着就有点不舒服了。"
A041-intro,A041,《将嫁》全集,data/articles/0041-将嫁.txt,主角亮相,古言/宫廷|主角亮相,1,1,01
A041-dialogue,A041,《将嫁》全集,data/articles/0041-将嫁.txt,高张力对白,古言/宫廷|高张力对白,22,22,霍时英说完懒得再搭理他们自己往城里走去，走出十几步后面一阵滚雷一样的铿锵之声跟着就来了：“将军还说了，此乃国难，卢龙寨一役至关生死，拜托都尉了！”
A041-ending,A041,《将嫁》全集,data/articles/0041-将嫁.txt,结尾余韵,古言/宫廷|结尾余韵|人设亮相,3931,3933,"承嗣回身摊手道：“你比我惨，至少我爹还是亲爹。”
东俊无比沮丧，无比担忧自己将要多出一个后爹来，晚上闹心得睡不着，看见睡在―边的承嗣留着口水打着呼噜，心里异常愤恨，觉得他比自己多了一个亲爹，占了莫大的便宜，在他再流着口水往他肩上靠过来的时候，一脚给他端到墙上贴着去了。
【全书终】"
A042-opening,A042,何不同舟渡,data/articles/0042-何不同舟渡.txt,开头钩子,古言/宫廷|身份反差|开头钩子,1,5,"简介：
【无金手指无穿越无重生，纯古言家国天下+高智商谍战权谋】
【卧底双面间谍+成长型小女贼：一匹孤狼玩养成游戏将一只兔子养出獠牙后非要跟她双宿双飞的故事】
她是乱世里最如草芥的一个贼，为了活命无所不用其极
她偷了一位公子的十两纹银，殊不知他便是那位臭名昭著的叛国将军，手上沾满同胞的鲜血。"
A042-intro,A042,何不同舟渡,data/articles/0042-何不同舟渡.txt,主角亮相,古言/宫廷|身份反差|主角亮相,1,1,简介：
A042-dialogue,A042,何不同舟渡,data/articles/0042-何不同舟渡.txt,高张力对白,古言/宫廷|身份反差|高张力对白|人设亮相,34,34,“小毛贼，敢偷到我家店铺来！”那商贾劈头盖脸给了南衣一个耳光，忽而眼尖发现她右手腕子上有只玉镯，立刻不分青红皂白地伸手去褪，“还偷了我家夫人的首饰？拿来！”
A042-ending,A042,何不同舟渡,data/articles/0042-何不同舟渡.txt,结尾余韵,古言/宫廷|身份反差|结尾余韵,12537,12539,"但他还是要做那望川谷里的小神仙，他就是那道斜阳的奇迹，他在这片他从未踏足的土地上，同他们玩了个恶作剧。
他们要怀念他。他才是那个狡猾的人。
嘿，这人间，不算白来一遭。"
A043-opening,A043,我是异国送来的贡女，小心翼翼讨好轩辕澈五年。,data/articles/0043-永失永忘.txt,开头钩子,甜虐关系|开头钩子|情感拉扯|人设亮相,1,5,"床榻上使劲花样，腰窝盛酒讨他欢⼼。
第五年，我喝了太多避⼦药，好不容易有了⾝孕，才准备将这个喜讯告诉他。
就听⻅他声线凉薄，对着下属吩咐：
「两天之后，把沐颜送去最下等的军妓营，让她犒赏三军。」
下属吓了一跳，不可置信：「她不是最讨王上喜欢吗？」"
A043-intro,A043,我是异国送来的贡女，小心翼翼讨好轩辕澈五年。,data/articles/0043-永失永忘.txt,主角亮相,甜虐关系|主角亮相|人设亮相,7,7,我怀孕的事，下属没来得及告诉轩辕澈，就被他不耐烦打断。
A043-dialogue,A043,我是异国送来的贡女，小心翼翼讨好轩辕澈五年。,data/articles/0043-永失永忘.txt,高张力对白,甜虐关系|高张力对白|情感拉扯,5,5,下属吓了一跳，不可置信：「她不是最讨王上喜欢吗？」
A043-ending,A043,我是异国送来的贡女，小心翼翼讨好轩辕澈五年。,data/articles/0043-永失永忘.txt,结尾余韵,甜虐关系|结尾余韵|人设亮相,777,779,"国仇家恨，都没有原谅这个词。
隔着太多东西的两个人, 就像是站在天河的两端，注定遥遥相望。
「下辈子，轩辕澈我们再也不要遇见了……」"
A044-opening,A044,我的男朋友是我连哄带骗哄来的。,data/articles/0044-男朋友总觉得我要和他分手.txt,开头钩子,其他|开头钩子|关系破裂|人设亮相,1,3,"一开始，他板着高岭之花的架势，无论我怎么如何表白，都无动于衷。
再后来，他越来越奶，越来越黏人，以为我要和他说分手，把自己胡乱灌醉，拉着我的手往他的头发上放。
「我不乖吗？只要我一个人不可以吗？绵绵讨厌我了吗？为什么不亲亲我，为什么不摸我的头？」"
A044-intro,A044,我的男朋友是我连哄带骗哄来的。,data/articles/0044-男朋友总觉得我要和他分手.txt,主角亮相,其他|主角亮相|人设亮相,5,5,我的男朋友是我连哄带骗哄来的。
A044-dialogue,A044,我的男朋友是我连哄带骗哄来的。,data/articles/0044-男朋友总觉得我要和他分手.txt,高张力对白,其他|高张力对白|人设亮相,34,34,我的额头仍然抵着他垂在额前的柔软发丝，轻声诱哄：「要不要继续？」
A044-ending,A044,我的男朋友是我连哄带骗哄来的。,data/articles/0044-男朋友总觉得我要和他分手.txt,结尾余韵,其他|结尾余韵,463,465,"这个小秘密，等他醒来了，就和他说。
【完】
□ bibi 不懂"
A045-opening,A045,我天生克夫，一连克死三个青年才俊。,data/articles/0045-掌公主和亲历险记.txt,开头钩子,其他|开头钩子|人设亮相,1,5,"父皇灵机一动，把我送去和亲。
「皇儿，去！克死北边那个龟孙！」
我瑟瑟发抖，听说北朝皇帝也是个命硬的，出生时就被预言克妻。
父皇斗志昂扬：
「克他！看谁克得过谁！」"
A045-intro,A045,我天生克夫，一连克死三个青年才俊。,data/articles/0045-掌公主和亲历险记.txt,主角亮相,其他|主角亮相|人设亮相,3,3,我瑟瑟发抖，听说北朝皇帝也是个命硬的，出生时就被预言克妻。
A045-dialogue,A045,我天生克夫，一连克死三个青年才俊。,data/articles/0045-掌公主和亲历险记.txt,高张力对白,其他|高张力对白,2,2,「皇儿，去！克死北边那个龟孙！」
A045-ending,A045,我天生克夫，一连克死三个青年才俊。,data/articles/0045-掌公主和亲历险记.txt,结尾余韵,其他|结尾余韵,711,713,"险，差，死。
想。
（完）"
A046-opening,A046,荷包求娶郎,data/articles/0046-香包赠情郎.txt,开头钩子,都市婚恋|开头钩子|人设亮相,1,5,"偶然搭救进京赶考的落魄书生。
临别时依依不舍，我赠他香囊定情：「待公子高中，莫要将我忘了。」
他一步三回头地去了。
金銮殿上，皇帝为今科状元赐婚。
他伏地请罪：「臣已有心上人，非她不娶。」"
A046-intro,A046,荷包求娶郎,data/articles/0046-香包赠情郎.txt,主角亮相,都市婚恋|主角亮相|人设亮相,14,14,我站在书生面前，替他扶一扶巾帽，捋一捋衣襟，眼角泛红，眼底带泪。
A046-dialogue,A046,荷包求娶郎,data/articles/0046-香包赠情郎.txt,高张力对白,都市婚恋|高张力对白|人设亮相,36,36,见我瞪她，赶忙又问：「送出这许多香囊，万一都中了举，小姐你还能拆作两个嫁了？」
A046-ending,A046,荷包求娶郎,data/articles/0046-香包赠情郎.txt,结尾余韵,都市婚恋|结尾余韵,775,777,"画的是一对神仙眷侣，缥缈山色, 云中白鸟连绵，相伴而去。
当然，这都是后话了。
（完）"
A047-opening,A047,意外穿成了修仙文女配的剑灵。,data/articles/0047-意外穿成修仙文女配的剑灵后.txt,开头钩子,仙侠/修仙|身份反差|开头钩子|人设亮相,1,5,"每当被人用万剑归宗召唤时，我去了都会把别的剑揍一顿。
剑的主人找上门来讨说法，不善言辞的女配只能窝窝囊囊地赔了好多灵石。
后来，得知我把剑修第一人的剑揍了时，女配天都塌了。
她拎着我，头一回那么口齿伶俐：
「你、你揍谁的剑不好，怎么偏偏揍谢无命的剑呢？」"
A047-intro,A047,意外穿成了修仙文女配的剑灵。,data/articles/0047-意外穿成修仙文女配的剑灵后.txt,主角亮相,仙侠/修仙|身份反差|主角亮相|人设亮相,12,12,我本以为会过上每天和女配出去跟人友好（恶意）交流（挑衅）的日子。
A047-dialogue,A047,意外穿成了修仙文女配的剑灵。,data/articles/0047-意外穿成修仙文女配的剑灵后.txt,高张力对白,仙侠/修仙|身份反差|高张力对白,52,52,「你的主人该不会还没连上灵网吧？竟然连常用万剑归宗的剑修有哪几位都不知道？」
A047-ending,A047,意外穿成了修仙文女配的剑灵。,data/articles/0047-意外穿成修仙文女配的剑灵后.txt,结尾余韵,仙侠/修仙|身份反差|结尾余韵|情感拉扯|人设亮相,535,537,"嗯……我也很喜欢她。
所以我给她留了在我离开后依旧能登入灵网的权限。
希望她会喜欢这个谢礼。"
A048-opening,A048,恐怖女人村,data/articles/0048-竹马被别人攻略了.txt,开头钩子,奇幻/异种|开头钩子|人设亮相,1,5,"作为晏正阳的顶极舔狗，
我陪他奶奶跳过广场舞。
陪他爷爷下过围棋。
陪他妈妈打过麻将。
陪他爸爸……"
A048-intro,A048,恐怖女人村,data/articles/0048-竹马被别人攻略了.txt,主角亮相,奇幻/异种|主角亮相|人设亮相,2,2,我陪他奶奶跳过广场舞。
A048-dialogue,A048,恐怖女人村,data/articles/0048-竹马被别人攻略了.txt,高张力对白,奇幻/异种|高张力对白|情感拉扯|人设亮相,18,18,「晏阿姨，我带了你爱吃的菠萝包，还有奶奶喜欢的蛋挞 。」
A048-ending,A048,恐怖女人村,data/articles/0048-竹马被别人攻略了.txt,结尾余韵,奇幻/异种|结尾余韵,2471,2473,"气氛暧昧到无以复加。
蠢蠢欲动间，那熟悉的触感袭来。
心中一片旖旎。"
A049-opening,A049,我自幼就被霍家当成儿媳培养。,data/articles/0049-逝水.txt,开头钩子,都市婚恋|开头钩子|人设亮相,1,5,"二十岁，我与霍倾结婚。
二十四岁，我生下了霍屿时。
霍屿时与霍倾很像，总是沉默寡言，和我不太亲近。
过去的每晚，我都会在临睡前给他们父子送上一杯热牛奶。
可这天，霍倾失手打翻了杯子，霍屿时偷偷倒掉了牛奶。"
A049-intro,A049,我自幼就被霍家当成儿媳培养。,data/articles/0049-逝水.txt,主角亮相,都市婚恋|主角亮相|人设亮相,6,6,我忽然有些倦了。
A049-dialogue,A049,我自幼就被霍家当成儿媳培养。,data/articles/0049-逝水.txt,高张力对白,都市婚恋|高张力对白|人设亮相,89,89,他似乎刚起床，嗓音低哑地问我：「林渺，去年拍卖会你给我买的那对红宝石袖扣放在哪儿？」
A049-ending,A049,我自幼就被霍家当成儿媳培养。,data/articles/0049-逝水.txt,结尾余韵,都市婚恋|结尾余韵,570,572,"这一刻，滔天的悔意压得霍倾喘不上来气。
他高大的身影渐渐地从玄关处滑落。
黑暗中传来他痛苦的悲鸣。"
A050-opening,A050,我女扮男装考科举、做大官，结果有天突然收到皇帝的情书：「朕的袖子，为你而断。」,data/articles/0050-我就是这样女子.txt,开头钩子,其他|开头钩子|人设亮相,1,5,"我：？？？
1
我出生镇国公府上，父亲早逝，哥哥多病。
我娘从夜哭到明，从明哭到夜，我跟她说：
「哭有什么用啊？一天天就知道哭，福气都给你哭掉了。」"
A050-intro,A050,我女扮男装考科举、做大官，结果有天突然收到皇帝的情书：「朕的袖子，为你而断。」,data/articles/0050-我就是这样女子.txt,主角亮相,其他|主角亮相|人设亮相,1,1,我：？？？
A050-dialogue,A050,我女扮男装考科举、做大官，结果有天突然收到皇帝的情书：「朕的袖子，为你而断。」,data/articles/0050-我就是这样女子.txt,高张力对白,其他|高张力对白|人设亮相,22,22,我娘抹着眼泪说：「可你一直做男装打扮，岂不是一辈子都嫁不出去了？」
A050-ending,A050,我女扮男装考科举、做大官，结果有天突然收到皇帝的情书：「朕的袖子，为你而断。」,data/articles/0050-我就是这样女子.txt,结尾余韵,其他|结尾余韵,691,693,"她伸出手，赵宿牵了上去。
——有些飞鸟是囚不住的。
——她能带你一起飞。"
A051-opening,A051,新房婆婆一分钱不出。,data/articles/0051-小丑.txt,开头钩子,都市婚恋|甜虐关系|开头钩子|轻喜反差|人设亮相,1,5,"装修好了，让小姑子来住。
我给拒绝了。
哪知进新房那天，婆婆和小姑子带着大包小包的行李过来了。
「新房住的人多才热闹，就你们两个太冷清了，我们来给你们添人气。」
我冷笑着问道："
A051-intro,A051,新房婆婆一分钱不出。,data/articles/0051-小丑.txt,主角亮相,都市婚恋|甜虐关系|主角亮相|人设亮相,2,2,我给拒绝了。
A051-dialogue,A051,新房婆婆一分钱不出。,data/articles/0051-小丑.txt,高张力对白,都市婚恋|甜虐关系|高张力对白|人设亮相,18,18,「我早就说你们不要买房，房价还要跌，你们急着买房干什么？」
A051-ending,A051,新房婆婆一分钱不出。,data/articles/0051-小丑.txt,结尾余韵,都市婚恋|甜虐关系|结尾余韵|人设亮相,481,483,"「传销的，不用管。」
我看着眼前给我挑鱼刺的男人，满意极了。
【全文完。】"
A052-opening,A052,我在美容院做保养，突然接到一个陌生人的电话。,data/articles/0052-我到底哪个老公出轨了.txt,开头钩子,都市婚恋|开头钩子|人设亮相,1,5,"电话那头的女人嚣张地说：「你老公现在在我床上！识相的主动退出！」
我愣了一下，随即激动地道：「你说的是我哪个老公？」
「你把我身家千亿的总裁老公抢了？还是高冷禁欲影帝老公？救命！不会是我白月光教授老公吧？我跟你拼了！」
电话那头一阵沉默，语气略带怨念：「你老公……这么多吗？」
我也愣了。"
A052-intro,A052,我在美容院做保养，突然接到一个陌生人的电话。,data/articles/0052-我到底哪个老公出轨了.txt,主角亮相,都市婚恋|主角亮相|人设亮相,2,2,我愣了一下，随即激动地道：「你说的是我哪个老公？」
A052-dialogue,A052,我在美容院做保养，突然接到一个陌生人的电话。,data/articles/0052-我到底哪个老公出轨了.txt,高张力对白,都市婚恋|高张力对白|人设亮相,3,3,「你把我身家千亿的总裁老公抢了？还是高冷禁欲影帝老公？救命！不会是我白月光教授老公吧？我跟你拼了！」
A052-ending,A052,我在美容院做保养，突然接到一个陌生人的电话。,data/articles/0052-我到底哪个老公出轨了.txt,结尾余韵,都市婚恋|结尾余韵|人设亮相,598,600,"「这一次，是我先抓住你的！」
「我要做大房！」
（完）"
A053-opening,A053,最万人嫌那年，我连续三次被收养家庭退回孤儿院。,data/articles/0053-反派被我驳傻了.txt,开头钩子,弹幕/评论|开头钩子|信息外挂|人设亮相,1,5,"因为我不仅有反驳型人格，我还嘴毒。
直到第十对夫妇带着一位小男孩来到孤儿院。
眼前突然出现弹幕：
【反派小少爷从小听多了马屁，被养得狂妄自大，谁敢反驳他一句，分分钟家破人亡。】
【反派爸妈也是没招了，这才想收养个乖顺的孩子，试图潜移默化反派。】"
A053-intro,A053,最万人嫌那年，我连续三次被收养家庭退回孤儿院。,data/articles/0053-反派被我驳傻了.txt,主角亮相,弹幕/评论|主角亮相|人设亮相,8,8,我百无聊赖地打着哈欠，一道张狂的声音响起：
A053-dialogue,A053,最万人嫌那年，我连续三次被收养家庭退回孤儿院。,data/articles/0053-反派被我驳傻了.txt,高张力对白,弹幕/评论|高张力对白|人设亮相,16,16,「妈妈！她敢反驳我！我要让她家破人亡！」
A053-ending,A053,最万人嫌那年，我连续三次被收养家庭退回孤儿院。,data/articles/0053-反派被我驳傻了.txt,结尾余韵,弹幕/评论|结尾余韵,916,918,"顾影安鬼魅般的声音在身后响起：
「继续啊，顾圆圆。」
（完）"
A054-opening,A054,霍璟偷走了我的日记。,data/articles/0054-尤苓到底暗恋谁.txt,开头钩子,校园|甜虐关系|开头钩子|情感拉扯|人设亮相,1,5,"他在宿舍炫耀：「尤苓也没那么难追，三个月就拿下了。你们不是好奇她天天写什么吗？现在一起看看呗。」
舍友闹腾着围上来：「兄弟，那还用说，肯定在日记里和你表白啊。」
翻开第一页。
【为了离他近一点，我答应了和霍璟谈恋爱。】
翻开第二页。"
A054-intro,A054,霍璟偷走了我的日记。,data/articles/0054-尤苓到底暗恋谁.txt,主角亮相,校园|甜虐关系|主角亮相|人设亮相,10,10,我就知道他已经看到了我那本瞎写的日记。
A054-dialogue,A054,霍璟偷走了我的日记。,data/articles/0054-尤苓到底暗恋谁.txt,高张力对白,校园|甜虐关系|高张力对白,1,1,他在宿舍炫耀：「尤苓也没那么难追，三个月就拿下了。你们不是好奇她天天写什么吗？现在一起看看呗。」
A054-ending,A054,霍璟偷走了我的日记。,data/articles/0054-尤苓到底暗恋谁.txt,结尾余韵,校园|甜虐关系|结尾余韵,829,831,"前路漫漫亦灿灿。
不必回头。
END"
A055-opening,A055,被认回豪门后。,data/articles/0055-假千金竹马团轮流勾引我怎么办.txt,开头钩子,弹幕/评论|真假千金|甜虐关系|开头钩子|信息外挂|情感拉扯|人设亮相,1,5,"假千金的竹马团背着她轮流勾引我。
我刚答应他们的告白，弹幕弹出：
【妹宝别上当，他们勾引你只不过是想拍下你的床照，让你身败名裂！】
【等你上钩了，他们还会故意设计让你错过高考，彻底毁了你的一生！】
我勾了勾唇，既然要勾引我，那是不是得投其所好。"
A055-intro,A055,被认回豪门后。,data/articles/0055-假千金竹马团轮流勾引我怎么办.txt,主角亮相,弹幕/评论|真假千金|甜虐关系|主角亮相|信息外挂|人设亮相,2,2,我刚答应他们的告白，弹幕弹出：
A055-dialogue,A055,被认回豪门后。,data/articles/0055-假千金竹马团轮流勾引我怎么办.txt,高张力对白,弹幕/评论|真假千金|甜虐关系|高张力对白,9,9,「这都三个月过去了，你们不会给她当狗当上瘾了吧！」
A055-ending,A055,被认回豪门后。,data/articles/0055-假千金竹马团轮流勾引我怎么办.txt,结尾余韵,弹幕/评论|真假千金|甜虐关系|结尾余韵|人设亮相,837,839,"秦家为了赔罪，也为了展现诚意。
拿出百分之一的股份送给我当作礼物。
至于秦砚，也就只配躲在暗处偷偷看着我。"
A056-opening,A056,得知自己是假千金的那天。,data/articles/0056-此消彼长.txt,开头钩子,真假千金|都市婚恋|身份反差|甜虐关系|开头钩子|关系破裂|情感拉扯|人设亮相,1,5,"我不敢再作。
不再想尽办法的查岗，不再歇斯底里的质问，彻底变成了沈宴洲最喜欢的乖巧妻子。
只因为我爸的警告。
「别的千金小姐离婚了还有娘家，你一个假千金离婚了还有什么？」
我彻底老实。"
A056-intro,A056,得知自己是假千金的那天。,data/articles/0056-此消彼长.txt,主角亮相,真假千金|都市婚恋|身份反差|甜虐关系|主角亮相|人设亮相,1,1,我不敢再作。
A056-dialogue,A056,得知自己是假千金的那天。,data/articles/0056-此消彼长.txt,高张力对白,真假千金|都市婚恋|身份反差|甜虐关系|高张力对白|关系破裂,4,4,「别的千金小姐离婚了还有娘家，你一个假千金离婚了还有什么？」
A056-ending,A056,得知自己是假千金的那天。,data/articles/0056-此消彼长.txt,结尾余韵,真假千金|都市婚恋|身份反差|甜虐关系|结尾余韵|轻喜反差|情感拉扯|人设亮相,597,599,"我笑了笑, 将银锁扔进正在烧火的壁炉。
连同信纸，一起泯灭。
从此爱恨，此消彼长。"
A057-opening,A057,如果全人类变成 1 厘米高并要攻打你，如何反击？,data/articles/0057-人类公敌.txt,开头钩子,系统/攻略|身份反差|开头钩子|信息外挂|人设亮相,1,5,"临近 11 点，经理突然召开部门会议，我就知道这顿午饭又悬了。
经理这人吧，每次开会讲话能侃侃而谈两个小时，经常让人昏昏欲睡。
就在我上下眼皮止不住打架正埋头偷偷打瞌睡时，一个电子音出现在我的耳边：
「恭喜你被主宰系统抽中。
「15 分钟后，全世界除你之外的所有人都将等比例缩小至 1 厘米的身高，他们将团结起来共同消灭你这唯一的正常人。"
A057-intro,A057,如果全人类变成 1 厘米高并要攻打你，如何反击？,data/articles/0057-人类公敌.txt,主角亮相,系统/攻略|身份反差|主角亮相|人设亮相,17,17,我再仔细看虚拟面板上的数据，发现倒计时正在按照正常时间流速变化，地球人口数量也在快速波动，时而增多，时而减少。大概是有新生儿降生，也有人正在死去吧。
A057-dialogue,A057,如果全人类变成 1 厘米高并要攻打你，如何反击？,data/articles/0057-人类公敌.txt,高张力对白,系统/攻略|身份反差|高张力对白|人设亮相,31,31,「经理，我家里出事了，我要马上赶去医院，但是现在打不到车，能借你的车用一下吗？」
A057-ending,A057,如果全人类变成 1 厘米高并要攻打你，如何反击？,data/articles/0057-人类公敌.txt,结尾余韵,系统/攻略|身份反差|结尾余韵|人设亮相,1295,1297,"「我不要这个，我要马车。长翅膀的马，能装下一栋别墅的车。」
……行, 都依你。
一匹白色的飞马，艰难地拉着一座城堡，飞向天际。"
A058-opening,A058,和女儿玩捉迷藏时，我故意锁上了她藏身的柜子。,data/articles/0058-柜中人.txt,开头钩子,其他|开头钩子|人设亮相,1,5,"而后，带着老婆和儿子火速搬家。
二十年后，我回到老家打算安葬女儿的尸体。
刚走到柜子前。
却听见稚嫩的女童音传来。
「爸爸，你终于要找到我了吗？」"
A058-intro,A058,和女儿玩捉迷藏时，我故意锁上了她藏身的柜子。,data/articles/0058-柜中人.txt,主角亮相,其他|主角亮相|人设亮相,17,17,我点头：「是，不过……」
A058-dialogue,A058,和女儿玩捉迷藏时，我故意锁上了她藏身的柜子。,data/articles/0058-柜中人.txt,高张力对白,其他|高张力对白,14,14,「会出什么事？」老婆追问道。
A058-ending,A058,和女儿玩捉迷藏时，我故意锁上了她藏身的柜子。,data/articles/0058-柜中人.txt,结尾余韵,其他|结尾余韵,806,808,"地窖入口的盖板完好。
柜门上的那把锁。
依旧扣得很紧。"
A059-opening,A059,我是沈剑尊的起居小弟子，每天打扫庭院，偶尔伺候他洗澡更衣。,data/articles/0059-拜宿敌为师后.txt,开头钩子,仙侠/修仙|甜虐关系|开头钩子|人设亮相,1,5,"外界高价收沈知舟出浴图，我是那种人吗？我人穷志不穷，人是要讲良心的！
我只卖了三份。
后来他看到我的天赋，收我为亲传弟子，我接触到最核心的剑诀心法。
只是翻车猝不及防，我的前师父，前前前师父，十几个人齐聚一堂，一个个双眼通红悼念我。
烧了的纸人，全往我身边聚拢……"
A059-intro,A059,我是沈剑尊的起居小弟子，每天打扫庭院，偶尔伺候他洗澡更衣。,data/articles/0059-拜宿敌为师后.txt,主角亮相,仙侠/修仙|甜虐关系|主角亮相|人设亮相,2,2,我只卖了三份。
A059-dialogue,A059,我是沈剑尊的起居小弟子，每天打扫庭院，偶尔伺候他洗澡更衣。,data/articles/0059-拜宿敌为师后.txt,高张力对白,仙侠/修仙|甜虐关系|高张力对白,33,33,「你已金仙境？剑道七重，还算勤勉。」
A059-ending,A059,我是沈剑尊的起居小弟子，每天打扫庭院，偶尔伺候他洗澡更衣。,data/articles/0059-拜宿敌为师后.txt,结尾余韵,仙侠/修仙|甜虐关系|结尾余韵|人设亮相,448,450,"「大罗佛手……你还当过和尚？！」
我的名声啊……
面对他们的视线，我移开脸咳了咳：「略懂罢了……」"
A060-opening,A060,祝神被扰,data/articles/0060-城南花开风又吹.txt,开头钩子,其他|开头钩子|人设亮相,1,5,"半夜开黑 timi，匹配到了闺蜜小号。
她拿着嗜血小蔡，追着我满峡谷乱飞，气得我终于忍不住开始发疯。
【辅助妹妹的手法好秀，可以交个朋友吗？】
【比起死亡黑屏，最感受到的是妹妹身上的香气。】
【妹妹怎么还不理我，是想让我把你关起来，然后亲亲亲亲亲亲成小蛋糕？】"
A060-intro,A060,祝神被扰,data/articles/0060-城南花开风又吹.txt,主角亮相,其他|主角亮相|人设亮相,10,10,我：？？？
A060-dialogue,A060,祝神被扰,data/articles/0060-城南花开风又吹.txt,高张力对白,其他|高张力对白,33,33,「射手这方法不错啊，感觉可以继续！」
A060-ending,A060,祝神被扰,data/articles/0060-城南花开风又吹.txt,结尾余韵,其他|结尾余韵|人设亮相,657,659,"风未动，幡亦未动。
是我心动。
花再开, 风在吹，雾弥漫，你我岁岁年年。"
A061-opening,A061,我是贵族学校里的团宠清纯贫困生。,data/articles/0061-我是贵族学校里的假团宠.txt,开头钩子,校园|现实反差|甜虐关系|开头钩子|轻喜反差|人设亮相,1,5,"直到真正的团宠到来，她比我更清纯，眼眶更红，泪水更楚楚动人。最重要的是，她更穷。
于是，奖学金最后一个名额，我的豪门男友叼着烟，把关键一票投给转校生。
事后，男友转了很多钱给我，轻飘飘的备注：补偿。
从来不肯花男友钱的我看着一连串的转账通知，凄凉一笑。
然后，五秒内刷刷刷点击接受，手速快出残影。"
A061-intro,A061,我是贵族学校里的团宠清纯贫困生。,data/articles/0061-我是贵族学校里的假团宠.txt,主角亮相,校园|现实反差|甜虐关系|主角亮相|人设亮相,13,13,我清点了一下，陆十安今天给我的补偿竟然有足足二十万。
A061-dialogue,A061,我是贵族学校里的团宠清纯贫困生。,data/articles/0061-我是贵族学校里的假团宠.txt,高张力对白,校园|现实反差|甜虐关系|高张力对白|情感拉扯|人设亮相,17,17,我连忙回复：「开心！爱你宝宝，么么！」
A061-ending,A061,我是贵族学校里的团宠清纯贫困生。,data/articles/0061-我是贵族学校里的假团宠.txt,结尾余韵,校园|现实反差|甜虐关系|结尾余韵|人设亮相,528,530,"他很快又爬起来，亦步亦趋的跟着我。
我没有回头，直直的往前走。
我从不回头。"
